ID,Weight_Ind,Region,Area_type,Household Number,Q203_1,Q207a,Q207b,Q301a_1,Q301a_2,Q301a_3,Q301a_4,Q301a_5,Q301a_6,Q301a_7,Q301a_8,Q303,Q304_1,Q401_1,Q503,Q505b,Q506,Q507,Q601a,Q601b_1,Q1201,Q1202,Q1208,Q1209_1,Q1213,Q1214,Age,Gender,Income,Marital,Banked/Unbanked,Credit,Saving,Remittances,Education,Income_Sources,Age2
968,4872.493486,Ashanti,Rural,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,Yes,31 to 60 minutes,Yes,Bank,No,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,GH¢201 - GH¢400 per month,26,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Remittance Dependent,26 - 30 yrs
969,5971.192958,Ashanti,Rural,1,Susu operators,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Below GH¢200 per month,30,Female,Yes,Separated,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Self employed,26 - 30 yrs
970,4872.493486,Ashanti,Rural,1,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,24,Male,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Informally employed,21 - 25 yrs
971,4872.493486,Ashanti,Rural,2,Radio,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,No,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,All,,Below GH¢200 per month,Below GH¢200 per month,47,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Formally employed Private,46+ yrs
972,4872.493486,Ashanti,Rural,1,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,31,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Self employed,31 - 35 yrs
973,5587.721895,Ashanti,Rural,2,Television,Yes,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,24,Female,No,Married,Informal,Not borrowing,Saving at home,Remitting informally,Primary education,Remittance Dependent,21 - 25 yrs
974,5587.721895,Ashanti,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Not answered/Missing data,No,,Banks are not interested in people like me,None of these,,,,No,,No,I do not receive income,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,80,Female,No,Widowed,Informal,Not borrowing,Not saving,Remitting informally,No formal education,Remittance Dependent,46+ yrs
975,5587.721895,Ashanti,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,Below GH¢200 per month,GH¢201 - GH¢400 per month,45,Male,Yes,Married,Informal,Not borrowing,Saving at home,Remitting informally,Primary education,Farming and Fishing,41 - 45 yrs
976,5587.721895,Ashanti,Rural,2,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I do not receive income,Have no income,,Below GH¢200 per month,GH¢201 - GH¢400 per month,99,Male,No,Married,Excluded,Not borrowing,Not saving,Remiting through family and friends,No formal education,Remittance Dependent,46+ yrs
978,5587.721895,Ashanti,Rural,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,34,Male,Yes,Married,Excluded,Not borrowing,Not saving,Remiting through family and friends,Primary education,Formally employed Private,31 - 35 yrs
979,5587.721895,Ashanti,Rural,1,Television,Yes,Yes,Have now,Never had,Have now,Never had,Never had,Have now,Never had,Have now,No,,,Bank,Trotro,No,31 to 60 minutes,Yes,Bank,Yes,I do not receive income,Some,,Don't know,GH¢201 - GH¢400 per month,41,Male,No,Never married,Banked,Credit from bank,Saving at bank,Remitting through other formal (non-bank),Tertiary education,Formally employed Private,41 - 45 yrs
980,5587.721895,Ashanti,Rural,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,65,Female,Yes,Separated,Other formal (non-bank),Not borrowing,Not saving,Remitting through other formal (non-bank),Primary education,Farming and Fishing,46+ yrs
981,5587.721895,Ashanti,Rural,1,Billboards,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Don't know,51,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Dont Know,46+ yrs
983,5587.721895,Ashanti,Rural,1,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the time to go to a bank,None of these,,,,No,,Yes,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,GH¢201 - GH¢400 per month,76,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing,46+ yrs
984,5587.721895,Ashanti,Rural,1,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,GH¢201 - GH¢400 per month,56,Female,Yes,Separated,Excluded,Not borrowing,Not saving,Remiting through family and friends,Primary education,Farming and Fishing,46+ yrs
985,5971.192958,Ashanti,Rural,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Don't use  financial institution,,,Yes,Susu collector / group,No,I do not receive income,Have no income,,Below GH¢200 per month,Don't know,24,Female,No,Married,Informal,Not borrowing,Saving informally,Remiting through family and friends,Primary education,Remittance Dependent,21 - 25 yrs
986,5971.192958,Ashanti,Rural,1,Radio,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,They come to me,,,Yes,Susu collector / group,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,27,Female,Yes,Married,Informal,Not borrowing,Saving informally,Remiting through family and friends,Primary education,Informally employed,26 - 30 yrs
987,5971.192958,Ashanti,Rural,5,Can't remember/ Don't know,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks offer low interest or returns,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,Have no income,,No income,Don't know,28,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Remittance Dependent,26 - 30 yrs
988,5971.192958,Ashanti,Rural,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Trotro,No,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,Some,,Don't know,Below GH¢200 per month,43,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Not remitting,Primary education,Formally employed Private,41 - 45 yrs
990,5971.192958,Ashanti,Rural,1,Billboards,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Don't know,40,Female,Yes,Never married,Excluded,Credit from family and friends,Not saving,Not remitting,No formal education,Self employed,36 - 40 yrs
992,4872.493486,Ashanti,Rural,1,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,Don't know where to open an account,I don't have regular income,None of these,,,,No,,Yes,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,Below GH¢200 per month,25,Female,Yes,Married,Banked,Not borrowing,Not saving,Not remitting,Primary education,Self employed,21 - 25 yrs
993,5971.192958,Ashanti,Rural,2,Television,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks are not interested in people like me,None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,22,Female,Yes,Married,Excluded,Not borrowing,Not saving,Remiting through family and friends,Primary education,Remittance Dependent,21 - 25 yrs
994,5971.192958,Ashanti,Rural,2,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,They come to me,,,Yes,Susu collector / group,No,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,GH¢201 - GH¢400 per month,Not indicated,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Self employed,
995,5971.192958,Ashanti,Rural,1,Television,Yes,Yes,Have now,Never had,Never had,Never had,Never had,Never had,Have now,Have now,No,,,Bank,Trotro,No,31 to 60 minutes,No,,Yes,I received most of my income as money,All,,Below GH¢200 per month,Below GH¢200 per month,25,Male,Yes,Never married,Banked,Not borrowing,Saving informally,Not remitting,Secondary education,Formally employed Private,21 - 25 yrs
996,5971.192958,Ashanti,Rural,4,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks are not interested in people like me,None of these,,,,No,,No,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,GH¢201 - GH¢400 per month,38,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing,36 - 40 yrs
997,4200.425394,Ashanti,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The banking environment is intimidating,None of these,Trotro,Yes,Between I to 2 hours,Yes,Savings and Loans Company,No,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,55,Female,Yes,Divorced,Other formal (non-bank),Not borrowing,Saving at other formal (non-bank),Remiting through family and friends,Primary education,Farming and Fishing,46+ yrs
999,4200.425394,Ashanti,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I can't read or write,None of these,,,,No,,Yes,I received most of my income as money,None,To avoid making the trip to the bank,No income,No income,39,Female,Yes,Married,Excluded,Not borrowing,Not saving,Remiting through family and friends,No formal education,Farming and Fishing,36 - 40 yrs
1000,4200.425394,Ashanti,Rural,4,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I do not receive income,Have no income,,No income,Below GH¢200 per month,25,Female,No,Never married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Remittance Dependent,21 - 25 yrs
1001,4200.425394,Ashanti,Rural,1,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,No,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,28,Female,Yes,Never married,Banked,Not borrowing,Saving at bank,Not remitting,Secondary education,Formally employed Private,26 - 30 yrs
1002,4200.425394,Ashanti,Rural,4,Radio,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Taxi,No,31 to 60 minutes,Yes,Bank,No,I received most of my income as money,Some,,Below GH¢200 per month,Below GH¢200 per month,20,Female,Yes,Never married,Banked,Credit from informal sources,Saving at bank,Not remitting,Primary education,Remittance Dependent,18 - 20 yrs
1003,4200.425394,Ashanti,Rural,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks offer low interest or returns,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,Below GH¢200 per month,45,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Informally employed,41 - 45 yrs
1004,4200.425394,Ashanti,Rural,1,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks offer low interest or returns,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,72,Female,Yes,Divorced,Other formal (non-bank),Not borrowing,Saving at home,Remitting through other formal (non-bank),Primary education,Remittance Dependent,46+ yrs
1005,4200.425394,Ashanti,Rural,1,Radio,Yes,Yes,Never had,Never had,Have now,Have now,Never had,Never had,Never had,Used to but no longer have,No,,,Bank,Trotro,No,31 to 60 minutes,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,65,Female,No,Divorced,Banked,Not borrowing,Saving at bank,Remitting through other formal (non-bank),Primary education,Remittance Dependent,46+ yrs
1006,4200.425394,Ashanti,Rural,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I feel unsafe leaving the bank with my money,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,27,Female,Yes,Married,Other formal (non-bank),Not borrowing,Saving informally,Remitting through other formal (non-bank),Primary education,Self employed,26 - 30 yrs
1007,4200.425394,Ashanti,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,Transactions take too long,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,45,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Primary education,Farming and Fishing,41 - 45 yrs
1008,4200.425394,Ashanti,Rural,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I prefer to use other options or services than a bank,None of these,Trotro,No,21 to 30 minutes,Yes,Savings and Loans Company,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,42,Female,Yes,Divorced,Other formal (non-bank),Credit from other formal (non-bank),Saving at other formal (non-bank),Not remitting,Primary education,Self employed,41 - 45 yrs
1011,2516.78384,Ashanti,Urban,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Have now,No,,,Bank,I walk,No,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,Most,,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,35,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Not remitting,Tertiary education,Formally employed Private,31 - 35 yrs
1012,2516.78384,Ashanti,Urban,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,31 to 60 minutes,Yes,Bank,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,27,Male,Yes,Never married,Banked,Not borrowing,Saving at bank,Remiting through family and friends,Primary education,Formally employed Private,26 - 30 yrs
1013,2516.78384,Ashanti,Urban,3,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,,None of these,I walk,No,21 to 30 minutes,Yes,At home/secret hiding place,No,I do not receive income,Have no income,,No income,Below GH¢200 per month,18,Male,No,Never married,Banked,Not borrowing,Saving informally,Not remitting,Secondary education,Remittance Dependent,18 - 20 yrs
1014,2516.78384,Ashanti,Urban,2,Newspaper,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Not answered/Missing data,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,Have no income,,No income,Below GH¢200 per month,20,Male,No,Never married,Informal,Not borrowing,Saving informally,Not remitting,Secondary education,Remittance Dependent,18 - 20 yrs
1015,2516.78384,Ashanti,Urban,1,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Don't know,18,Male,No,Never married,Excluded,Credit from family and friends,Saving at home,Not remitting,Secondary education,Remittance Dependent,18 - 20 yrs
1016,2516.78384,Ashanti,Urban,1,Radio,Yes,Yes,Used to but no longer have,Never had,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,Most,,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,47,Female,Yes,Separated,Banked,Credit from bank,Saving at bank,Remitting through bank,Vocational/Specialised training,Formally employed Private,46+ yrs
1017,2516.78384,Ashanti,Urban,6,Household members,Yes,Yes,Have now,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,No,Under 10 minutes,No,,No,I received most of my income as money,Some,,GH¢201 - GH¢400 per month,GH¢401 - GH¢600 per month,47,Female,Yes,Married,Banked,Not borrowing,Not saving,Remitting through bank,Secondary education,Formally employed Private,46+ yrs
1018,2516.78384,Ashanti,Urban,3,Television,Yes,Yes,Have now,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,Some,,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,57,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Remitting through bank,Primary education,Farming and Fishing,46+ yrs
1019,2516.78384,Ashanti,Urban,6,Television,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,I feel unsafe leaving the bank with my money,None of these,Trotro,Yes,Between I to 2 hours,Yes,At home/secret hiding place,No,I do not receive income,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,18,Male,No,Never married,Banked,Not borrowing,Saving at home,Remiting through family and friends,Secondary education,Remittance Dependent,18 - 20 yrs
1020,2516.78384,Ashanti,Urban,1,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Have now,No,,,Bank,I walk,Yes,21 to 30 minutes,No,,Yes,I received most of my income as money,All,,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,32,Male,Yes,Never married,Banked,Credit from bank,Saving at bank,Remiting through family and friends,Vocational/Specialised training,Formally employed Private,31 - 35 yrs
1022,4060.411228,Ashanti,Rural,2,Television,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Don't know,27,Female,Yes,Married,Informal,Credit from informal sources,Not saving,Not remitting,Primary education,Farming and Fishing,26 - 30 yrs
1024,4060.411228,Ashanti,Rural,3,Household members,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The banking environment is intimidating,None of these,I walk,No,Under 10 minutes,Yes,With a family / household member / friend,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,23,Male,Yes,Never married,Informal,Credit from informal sources,Saving informally,Not remitting,Primary education,Remittance Dependent,21 - 25 yrs
1025,4060.411228,Ashanti,Rural,2,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,Susu collector / group,Yes,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Below GH¢200 per month,50,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Farming and Fishing,46+ yrs
1026,4060.411228,Ashanti,Rural,2,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Below GH¢200 per month,71,Female,Yes,Widowed,Other formal (non-bank),Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing,46+ yrs
1027,4060.411228,Ashanti,Rural,6,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Trotro,No,21 to 30 minutes,Yes,Bank,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,80,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Remiting through family and friends,Primary education,Farming and Fishing,46+ yrs
1028,4060.411228,Ashanti,Rural,1,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,With a family / household member / friend,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,58,Female,Yes,Separated,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Self employed,46+ yrs
1029,4060.411228,Ashanti,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Don't know,25,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,No formal education,Farming and Fishing,21 - 25 yrs
1030,4060.411228,Ashanti,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Trotro,Yes,31 to 60 minutes,Yes,Bank,Yes,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,Don't know,Don't know,49,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Remiting through family and friends,Primary education,Farming and Fishing,46+ yrs
1031,4060.411228,Ashanti,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Below GH¢200 per month,55,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Primary education,Farming and Fishing,46+ yrs
1032,4060.411228,Ashanti,Rural,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't need it,None of these,,,,Yes,With a family / household member / friend,Yes,I received most of my income as money,Some,,Below GH¢200 per month,GH¢201 - GH¢400 per month,25,Male,Yes,Married,Other formal (non-bank),Credit from informal sources,Saving informally,Remitting through other formal (non-bank),Primary education,Formally employed Private,21 - 25 yrs
1033,4200.425394,Ashanti,Urban,11,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,Under 10 minutes,Yes,Bank,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,32,Female,Yes,Divorced,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Self employed,31 - 35 yrs
1034,4200.425394,Ashanti,Urban,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Below GH¢200 per month,44,Female,Yes,Divorced,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing,41 - 45 yrs
1035,4200.425394,Ashanti,Urban,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,28,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing,26 - 30 yrs
1036,4200.425394,Ashanti,Urban,4,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,Under 10 minutes,Yes,Bank,No,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,33,Female,Yes,Never married,Banked,Not borrowing,Saving at bank,Not remitting,Secondary education,Self employed,31 - 35 yrs
1037,4200.425394,Ashanti,Urban,2,Television,Yes,No,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,,None of these,They come to me,,,Yes,Susu collector / group,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,26,Female,Yes,Married,Informal,Credit from informal sources,Saving informally,Not remitting,Primary education,Remittance Dependent,26 - 30 yrs
1038,4200.425394,Ashanti,Urban,1,Radio,Yes,No,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,Under 10 minutes,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,74,Female,Yes,Widowed,Banked,Credit from bank,Saving at bank,Remitting through other formal (non-bank),Primary education,Remittance Dependent,46+ yrs
1039,4200.425394,Ashanti,Urban,5,Television,No,No,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,Under 10 minutes,Yes,Bank,No,I do not receive income,Have no income,,No income,Below GH¢200 per month,18,Female,No,Never married,Banked,Not borrowing,Saving at bank,Not remitting,Secondary education,Remittance Dependent,18 - 20 yrs
1041,4200.425394,Ashanti,Urban,1,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,63,Male,Yes,Separated,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Informally employed,46+ yrs
1042,4200.425394,Ashanti,Urban,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Not answered/Missing data,No,,,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,50,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,No formal education,Farming and Fishing,46+ yrs
1043,4200.425394,Ashanti,Urban,3,Television,Yes,Yes,Used to but no longer have,Never had,Have now,Used to but no longer have,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,40,Female,Yes,Separated,Banked,Not borrowing,Saving at bank,Remitting informally,Primary education,Self employed,36 - 40 yrs
1044,4200.425394,Ashanti,Urban,1,Television,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,60,Female,Yes,Widowed,Other formal (non-bank),Not borrowing,Saving at home,Remitting through other formal (non-bank),Primary education,Remittance Dependent,46+ yrs
